Event_Name,Event_number,Type,Depth,FIX
Normalograptus angustus,Graptolite,1,0,0
Normalograptus angustus,Graptolite,2,0.784142642799488,0
Korenograptus lungmaensis,Graptolite,1,0,0
Korenograptus lungmaensis,Graptolite,2,1.01,0
Akidograptus ascensus,Graptolite,1,0,0
Akidograptus ascensus,Graptolite,2,0.761338940809967,0
Korenograptus laciniosus,Graptolite,1,-284671247451.603,0
Korenograptus laciniosus,Graptolite,2,1.29,0
Metabolograptus bicaudatus,Graptolite,1,0.055,0
Metabolograptus bicaudatus,Graptolite,2,0.634999999999999,0
Normalograptus premedius,Graptolite,1,0,0
Normalograptus premedius,Graptolite,2,1.29,0
Paraclimacograptus innotatus,Graptolite,1,0.28,0
Paraclimacograptus innotatus,Graptolite,2,0.924907247943494,0
Parakidograptus acuminatus,Graptolite,1,0.11,0
Parakidograptus acuminatus,Graptolite,2,0.818110119510838,0
Normalograptus mirnyensis,Graptolite,1,0,0
Normalograptus mirnyensis,Graptolite,2,0.996400027276511,0
Neodiplograptus parajanus,Graptolite,1,0,0
Neodiplograptus parajanus,Graptolite,2,1.25000000000001,0
Korenograptus pseudotamariscus,Graptolite,1,-2728099454744.75,0
Korenograptus pseudotamariscus,Graptolite,2,1.25000000000001,0
Neodiplograptus modestus,Graptolite,1,0,0
Neodiplograptus modestus,Graptolite,2,1.25000000000001,0
Atavograptus primitivus,Graptolite,1,0.17,0
Atavograptus primitivus,Graptolite,2,0.449608089612868,0
Hirsutograptus sinitzini,Graptolite,1,0.278073863463353,0
Hirsutograptus sinitzini,Graptolite,2,0.964016822429905,0
Paramplexograptus madernii,Graptolite,1,0.0244444444444444,0
Paramplexograptus madernii,Graptolite,2,0.673408267666285,0
Normalograptus ajjeri,Graptolite,1,-2728099454744.63,0
Normalograptus ajjeri,Graptolite,2,1.29,0
Korenograptus jerini,Graptolite,1,0.11,0
Korenograptus jerini,Graptolite,2,0.71,0
Metabolograptus wangjiawanensis,Graptolite,1,0.11,0
Metabolograptus wangjiawanensis,Graptolite,2,1.09488670700719,0
Normalograptus anjiensis,Graptolite,1,0.06,0
Normalograptus anjiensis,Graptolite,2,0.682556200749714,0
Hirsutograptus comantis,Graptolite,1,0.5,0
Hirsutograptus comantis,Graptolite,2,1.09488670700719,0
Metabolograptus guizhouensis,Graptolite,1,0,0
Metabolograptus guizhouensis,Graptolite,2,0.758373386737872,0
Hirsutograptus jideliensis,Graptolite,1,0.1984375,0
